,element_count,column_count,array_time,pandas_df_time,pandas_df_compute,spark_df_time,spark_df_compute
0,1000,1,1.9750000016453367e-05,5.271733334666351e-05,0.0036444343333338716,0.06398963133324287,0.2518649923332911
1,1000,10,3.200266670925581e-05,8.966766654339153e-05,0.01951180566675248,0.04164195899996533,0.3695989996667777
2,1000,100,3.1781333442874406e-05,9.752433334142552e-05,0.16394714666679042,0.06306756700011344,2.631972631999967
3,1000,1000,3.138800002489006e-05,9.473099999013357e-05,1.6316460826666723,0.16351705800010072,26.553567257666753
4,10000,1,0.00015057766662115077,8.136766655297833e-05,0.005548535666700142,0.17037688166662215,0.1632363813334147
5,10000,10,0.0001577476667383356,8.325333328684792e-05,0.019093559333214216,0.07725929166660232,0.2988102426667562
6,10000,100,0.00015767133330276314,7.84626666548623e-05,0.16529628900010115,0.07723239433335038,2.216758018333318
7,10000,1000,0.00010622933329311006,5.3017000027466565e-05,1.6538837950000318,0.19846339999988535,26.203250170000047
8,100000,1,0.001564877000115909,8.607200000672795e-05,0.01046851933324433,1.5537556376666544,0.19373622233342758
9,100000,10,0.0015675476667335413,8.74656666383089e-05,0.023343266666718893,0.6171891686666034,0.25825832533337234
10,100000,100,0.0014861033334151823,8.253533330086309e-05,0.17338024366669438,0.5384578799998962,2.631649924000006
11,100000,1000,0.0013607236666454507,7.650266646426947e-05,1.640617488666673,0.6857242936666808,26.965145651000057
12,1000000,1,0.015290158999960113,8.641999981288488e-05,0.037248558000101184,15.45569860400004,0.8403920220001359
13,1000000,10,0.010505396333428507,5.282566689857049e-05,0.07239413966666082,6.043069470333346,0.44810742366644263
14,1000000,100,0.010519699333296254,5.3176666673001215e-05,0.2235748033335767,5.117779131000134,2.886335109000053
15,1000000,1000,0.010460211999998137,5.263666662358446e-05,1.707227545666683,5.488065769000059,33.54286421733347
16,10000000,1,0.09850374266685928,5.319766660250025e-05,0.38536158333348186,153.69583063200025,7.06471397033359
17,10000000,10,0.10003004566654757,5.3076999999272324e-05,0.7127272120002696,60.03907838033289,1.9579181753336645
18,10000000,100,0.10021330033305276,5.372399997819836e-05,0.7464232460000252,50.97497574033332,6.207567218666857
19,10000000,1000,0.10003987366629492,5.293133290251717e-05,2.1848255743328386,52.847985662666666,39.07376498466632
