,array_time,column_count,element_count,pandas_df_compute,pandas_df_time,spark_df_compute,spark_df_time
0,3.350433325977065e-05,1,1000,0.00015591466672049137,5.192699973122217e-05,0.008570275666594776,0.028307513999910345
1,1.9559333244008787e-05,10,1000,0.00017809999978150395,5.1495999893328794e-05,0.03514513633308525,0.020117923666778854
2,2.9275333266317222e-05,100,1000,0.0006251143331610365,0.00010168199999801193,0.2590357323333592,0.030878984666439162
3,2.7442666578281205e-05,1000,1000,0.004139079333375169,9.644000025825032e-05,2.401252448666734,0.14087893566678153
4,0.00010796966671478003,1,10000,0.00013212733332087131,5.1917666496592574e-05,0.004917640666765995,0.1636450623333682
5,0.00010677333345180766,10,10000,0.00015663100020901766,5.1066333374668225e-05,0.023452551999980642,0.07498293633337501
6,0.00010596566668633993,100,10000,0.0003490270000838791,5.055100003422316e-05,0.20798130633314335,0.07508625933345077
7,0.00010650833337422227,1000,10000,0.0022299823334227162,5.137333331125168e-05,2.480125028333532,0.18535118533327477
8,0.0010596453333467555,1,100000,0.00046729233357230743,5.1545999970888566e-05,0.005760973333356863,1.542770483333091
9,0.0010569543334592406,10,100000,0.00048653633317978046,5.141199987216775e-05,0.0228561639999801,0.6113019999999475
10,0.0010541139999986626,100,100000,0.0006892473332603307,5.1044666785552785e-05,0.20562676933332114,0.5331654496667397
11,0.0010941926666419022,1000,100000,0.002659812999809219,5.4337666673139516e-05,2.4407247616666914,0.6680460629998682
12,0.010504117333463606,1,1000000,0.0034761483332961993,5.0863333247737806e-05,0.005191805000019182,15.173546429666809
13,0.00996207366673237,10,1000000,0.0061504366667577415,5.128733331124143e-05,0.024792537333269138,6.008444596999955
14,0.010109004000090257,100,1000000,0.0045818266665567835,5.151000004843809e-05,0.2033554390000063,5.117531436666771
15,0.010032248666599722,1000,1000000,0.00660983766647405,5.149300007663745e-05,2.4548817373333804,5.424821051333311
16,0.09866908466665336,1,10000000,0.03393680766688097,5.147600010483681e-05,0.0059895499998674495,152.18741220966635
17,0.09927325966661253,10,10000000,0.13169831033337687,5.175633305043448e-05,0.024231888666690793,59.82806129799974
18,0.09919493899966862,100,10000000,0.07135244600006747,5.171300047853341e-05,0.22391299699969144,50.98699530633348
19,0.10046847066647994,1000,10000000,0.0491711619997659,5.289999959738149e-05,2.4162309463335987,53.645231262666734
